epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,27.1962,0.66186,3.48814,1.12472,0.5,0.5,0.4975,0.44775,0.48564,4.11479,0.92897,4.81674e-05,4.81674e-05,4.81674e-05
16,32.7092,0.69506,3.49046,1.03378,0.25,0.5,0.4975,0.44775,0.4689,4.10141,0.91133,5.01942e-05,5.01942e-05,5.01942e-05
17,36.6672,0.79548,3.3703,1.08843,0.25,0.5,0.4975,0.44775,0.46969,4.09317,0.91725,5.20325e-05,5.20325e-05,5.20325e-05
18,39.8099,0.72097,3.47007,1.15482,0.25,0.5,0.4975,0.44775,0.46969,4.09317,0.91725,5.36823e-05,5.36823e-05,5.36823e-05
19,42.5721,0.89872,3.59278,1.27423,0.25,0.5,0.4975,0.44775,0.47065,4.08345,0.92255,5.51436e-05,5.51436e-05,5.51436e-05
20,45.2097,0.48853,3.23617,1.01376,0.25,0.5,0.4975,0.44775,0.47065,4.08345,0.92255,5.64165e-05,5.64165e-05,5.64165e-05
21,47.9176,0.58523,3.25723,1.03606,0.25,0.5,0.4975,0.44775,0.4936,4.05631,0.94522,5.75008e-05,5.75008e-05,5.75008e-05
22,50.634,0.56444,3.20678,0.96731,0.25,0.5,0.4975,0.44775,0.4936,4.05631,0.94522,5.83966e-05,5.83966e-05,5.83966e-05
23,53.5412,0.76519,3.12876,1.08716,0.25,0.5,0.4975,0.44775,0.51036,4.04068,0.97357,5.9104e-05,5.9104e-05,5.9104e-05
24,56.2,0.54341,3.06566,1.1117,0.25,0.5,0.4975,0.44775,0.51036,4.04068,0.97357,5.96228e-05,5.96228e-05,5.96228e-05
25,58.9302,0.56804,2.97603,1.01334,0.25,0.5,0.4975,0.44775,0.52557,4.00864,0.99978,5.99532e-05,5.99532e-05,5.99532e-05
26,61.7326,0.57351,3.21386,1.11157,0.25,0.5,0.4975,0.44775,0.52557,4.00864,0.99978,6.0095e-05,6.0095e-05,6.0095e-05
27,67.6521,0.60019,3.04886,1.17107,0.16667,0.5,0.4975,0.44775,0.52089,3.96732,1.00821,6.00484e-05,6.00484e-05,6.00484e-05
28,71.7021,0.73211,3.19675,1.06436,0.16667,0.5,0.4975,0.44775,0.52089,3.96732,1.00821,5.98132e-05,5.98132e-05,5.98132e-05
29,108.401,0.51448,2.94198,1.05156,0.66667,1,0.995,0.8955,0.51063,3.9248,1.00939,5.93896e-05,5.93896e-05,5.93896e-05
30,109.991,0.61553,2.83136,1.07346,0.66667,1,0.995,0.8955,0.51063,3.9248,1.00939,5.87774e-05,5.87774e-05,5.87774e-05
31,111.775,0.50811,2.94307,0.91976,0.66667,1,0.995,0.8955,0.50768,3.89791,0.99992,5.79768e-05,5.79768e-05,5.79768e-05
32,113.393,0.54688,2.86966,1.04543,0.66667,1,0.995,0.8955,0.50768,3.89791,0.99992,5.69877e-05,5.69877e-05,5.69877e-05
33,115.1,0.52087,2.80063,1.04035,0.66667,1,0.995,0.8955,0.47951,3.8745,0.97418,5.581e-05,5.581e-05,5.581e-05
34,116.856,0.45011,2.76607,0.97889,0.66667,1,0.995,0.8955,0.47951,3.8745,0.97418,5.44439e-05,5.44439e-05,5.44439e-05
35,118.469,0.46093,2.79292,0.90021,0.41667,1,0.995,0.94525,0.44616,3.84252,0.95841,5.28893e-05,5.28893e-05,5.28893e-05
36,120.099,0.46472,2.68494,1.04128,0.41667,1,0.995,0.94525,0.44616,3.84252,0.95841,5.11462e-05,5.11462e-05,5.11462e-05
37,121.87,0.5217,2.67751,1.00813,0.41667,1,0.995,0.94525,0.41507,3.8181,0.93237,4.92146e-05,4.92146e-05,4.92146e-05
38,123.551,0.54409,2.76072,1.04529,0.41667,1,0.995,0.94525,0.41507,3.8181,0.93237,4.70945e-05,4.70945e-05,4.70945e-05
39,125.261,0.50131,2.58807,0.98737,0.41667,1,0.995,0.94525,0.38877,3.7896,0.90375,4.47859e-05,4.47859e-05,4.47859e-05
40,126.891,0.4775,2.68485,1.04334,0.41667,1,0.995,0.94525,0.38877,3.7896,0.90375,4.22888e-05,4.22888e-05,4.22888e-05
41,128.487,0.49876,2.45753,0.96531,0.41667,1,0.995,0.94525,0.37002,3.7696,0.88275,3.96032e-05,3.96032e-05,3.96032e-05
42,130.026,0.48122,2.44422,1.0442,0.41667,1,0.995,0.94525,0.37002,3.7696,0.88275,3.67291e-05,3.67291e-05,3.67291e-05
43,131.679,0.50867,2.49743,1.1144,0.41667,1,0.995,0.94525,0.35968,3.75234,0.87208,3.36665e-05,3.36665e-05,3.36665e-05
44,133.309,0.51727,2.54996,0.98603,0.41667,1,0.995,0.94525,0.35968,3.75234,0.87208,3.04154e-05,3.04154e-05,3.04154e-05
45,134.965,0.413,2.28182,0.87034,0.375,1,0.995,0.94525,0.35288,3.74175,0.86766,2.69759e-05,2.69759e-05,2.69759e-05
46,136.63,0.34892,2.17425,0.97881,0.375,1,0.995,0.94525,0.35288,3.74175,0.86766,2.33478e-05,2.33478e-05,2.33478e-05
47,138.311,0.43979,2.1742,0.96162,0.375,1,0.995,0.94525,0.35738,3.72468,0.86669,1.95312e-05,1.95312e-05,1.95312e-05
48,139.855,0.41275,2.26349,1.01404,0.375,1,0.995,0.94525,0.35738,3.72468,0.86669,1.55262e-05,1.55262e-05,1.55262e-05
49,141.592,0.33083,2.12773,0.86638,0.29167,1,0.995,0.94525,0.36741,3.70588,0.86836,1.13326e-05,1.13326e-05,1.13326e-05
50,143.198,0.37818,2.05953,0.95077,0.29167,1,0.995,0.94525,0.36741,3.70588,0.86836,6.95055e-06,6.95055e-06,6.95055e-06
