epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,169.746,1.39116,1.80674,1.62259,0.57452,0.1,0.45858,0.22133,2.05083,3.16198,2.54736,0.000701474,0.000701474,0.000701474
18,180.252,1.40843,1.77547,1.54404,0.6271,0.2,0.34736,0.19879,1.90645,3.32071,2.27686,0.000734815,0.000734815,0.000734815
19,190.784,1.31027,1.69947,1.61588,0.67716,0.2,0.21927,0.11688,1.56192,3.16835,2.04872,0.000767167,0.000767167,0.000767167
20,201.574,1.17676,1.5126,1.48823,0.09168,0.1,0.22567,0.09086,1.73033,3.21302,2.22781,0.000798528,0.000798528,0.000798528
21,212.292,1.19291,1.48653,1.40831,0.44045,0.2,0.20911,0.09324,1.80564,3.16101,2.40523,0.000828899,0.000828899,0.000828899
22,222.778,1.32312,1.53815,1.48761,0.49454,0.2,0.21312,0.07494,1.90626,3.16726,2.46507,0.00085828,0.00085828,0.00085828
23,233.629,1.16477,1.43113,1.50054,0.13799,0.4,0.1627,0.0577,1.89526,3.11338,2.46566,0.000886671,0.000886671,0.000886671
24,244.341,1.06839,1.44048,1.4867,0.19008,0.7,0.29351,0.08446,2.18197,2.84754,2.78822,0.000914071,0.000914071,0.000914071
25,254.758,1.25357,1.55997,1.53979,0.31144,0.6,0.30089,0.10321,2.01603,2.83036,2.7727,0.000940481,0.000940481,0.000940481
26,265.434,1.18668,1.59668,1.53453,0.29864,0.6,0.3461,0.11958,2.08951,2.67373,2.88356,0.000965901,0.000965901,0.000965901
27,275.892,1.21896,1.46828,1.52,0.45036,0.4,0.46253,0.17416,2.07772,2.7252,2.83359,0.000990331,0.000990331,0.000990331
28,286.43,1.22663,1.50353,1.58895,0.64187,0.46689,0.53859,0.17468,2.01148,2.75389,2.64775,0.00101377,0.00101377,0.00101377
29,297.349,1.19974,1.3657,1.42257,0.64187,0.46689,0.53859,0.17468,2.01148,2.75389,2.64775,0.00103622,0.00103622,0.00103622
30,309.87,1.21882,1.22763,1.46138,0.6426,0.5,0.5389,0.20036,1.96689,2.77804,2.65501,0.00105768,0.00105768,0.00105768
31,324.911,1.17639,1.51282,1.39531,0.70197,0.4,0.51558,0.17142,2.01624,2.71751,2.67914,0.00107815,0.00107815,0.00107815
32,337.15,1.10333,1.23308,1.33886,0.71269,0.2,0.39224,0.12181,2.15787,3.18595,2.8972,0.00109763,0.00109763,0.00109763
33,348.952,1.34665,1.34678,1.58104,0.71269,0.2,0.39224,0.12181,2.15787,3.18595,2.8972,0.00111612,0.00111612,0.00111612
34,361.216,1.05043,1.29293,1.3666,0.7653,0.3,0.30728,0.07616,2.3893,3.3552,3.13317,0.00112239,0.00112239,0.00112239
35,373.196,1.26785,1.43126,1.66052,0.69929,0.19905,0.23462,0.07755,2.36292,3.05619,3.1684,0.00110589,0.00110589,0.00110589
36,384.99,1.08113,1.55636,1.40308,0.64474,0.5,0.53692,0.19057,2.00507,2.79146,2.50415,0.00108938,0.00108938,0.00108938
37,396.28,1.11477,1.15204,1.34432,0.64474,0.5,0.53692,0.19057,2.00507,2.79146,2.50415,0.00107288,0.00107288,0.00107288
38,407.617,1.13849,1.26562,1.36894,0.52117,0.83789,0.57639,0.29303,2.03898,2.29634,2.53936,0.00105638,0.00105638,0.00105638
39,418.883,0.91633,1.01817,1.24948,0.48184,0.78899,0.58417,0.29658,1.95434,2.12199,2.40328,0.00103987,0.00103987,0.00103987
40,430.736,0.99171,1.14233,1.33402,0.51361,0.78666,0.66944,0.35449,1.87128,2.07453,2.31738,0.00102337,0.00102337,0.00102337
41,442.501,1.05194,1.19566,1.36578,0.51361,0.78666,0.66944,0.35449,1.87128,2.07453,2.31738,0.00100687,0.00100687,0.00100687
42,454.231,1.02306,1.14414,1.40511,0.64893,0.69778,0.63641,0.32972,1.79983,2.03633,2.26735,0.000990365,0.000990365,0.000990365
43,465.732,1.07367,1.09477,1.31125,0.49222,0.7,0.65214,0.33079,1.93431,2.22216,2.52999,0.000973861,0.000973861,0.000973861
44,477.152,1.09627,1.27994,1.41387,0.54603,0.86604,0.80036,0.28019,1.94733,2.00901,2.66515,0.000957358,0.000957358,0.000957358
45,488.554,1.17432,1.26347,1.50663,0.54603,0.86604,0.80036,0.28019,1.94733,2.00901,2.66515,0.000940855,0.000940855,0.000940855
46,499.817,0.95801,1.21654,1.33262,0.53411,0.9,0.92643,0.31033,2.17351,1.91627,3.11944,0.000924352,0.000924352,0.000924352
47,511.094,1.14055,1.15621,1.39189,0.52114,0.76269,0.75239,0.22229,2.13773,2.32011,3.1706,0.000907848,0.000907848,0.000907848
48,522.53,1.08648,1.2343,1.38791,0.75264,0.63902,0.83119,0.29775,2.01434,2.45504,2.9963,0.000891345,0.000891345,0.000891345
49,533.854,0.91476,1.02708,1.24354,0.75264,0.63902,0.83119,0.29775,2.01434,2.45504,2.9963,0.000874842,0.000874842,0.000874842
50,545.568,1.02808,1.26747,1.3531,0.75133,0.664,0.65488,0.26737,1.76614,2.58493,2.61471,0.000858338,0.000858338,0.000858338
51,557.294,0.97333,0.9696,1.27117,0.6315,0.6,0.51959,0.21956,1.77637,2.70924,2.58959,0.000841835,0.000841835,0.000841835
52,568.838,1.00883,1.06663,1.35383,0.48703,0.68012,0.58454,0.25521,1.92987,2.55044,2.72789,0.000825332,0.000825332,0.000825332
53,580.452,0.90176,0.93519,1.24666,0.48703,0.68012,0.58454,0.25521,1.92987,2.55044,2.72789,0.000808828,0.000808828,0.000808828
54,592.184,0.85809,0.9851,1.18203,0.43041,0.7,0.6277,0.3148,1.83701,2.25383,2.6641,0.000792325,0.000792325,0.000792325
55,603.506,0.92289,1.22862,1.22081,0.7267,0.6,0.63944,0.3167,1.96483,2.33356,2.79082,0.000775822,0.000775822,0.000775822
56,614.943,1.0217,1.05586,1.33585,0.45152,0.66807,0.4975,0.2095,2.01538,2.74061,2.77133,0.000759318,0.000759318,0.000759318
57,626.457,0.92305,0.97089,1.22842,0.45152,0.66807,0.4975,0.2095,2.01538,2.74061,2.77133,0.000742815,0.000742815,0.000742815
58,638.2,0.92045,0.96378,1.29246,0.32018,0.58245,0.52606,0.21892,1.94202,3.14708,2.78787,0.000726312,0.000726312,0.000726312
59,649.724,0.88334,1.00288,1.27904,0.46073,0.9,0.57895,0.22844,2.13667,2.88933,3.14288,0.000709809,0.000709809,0.000709809
60,661.035,1.01114,0.92504,1.28448,0.44672,0.9,0.55505,0.22725,2.18649,2.45838,3.28133,0.000693305,0.000693305,0.000693305
61,673.891,0.84037,1.01029,1.22394,0.44672,0.9,0.55505,0.22725,2.18649,2.45838,3.28133,0.000676802,0.000676802,0.000676802
62,685.559,0.98142,1.09345,1.36175,0.53232,0.93785,0.62389,0.23474,2.2674,2.32082,3.47332,0.000660299,0.000660299,0.000660299
63,696.962,0.91212,0.91537,1.15731,0.51286,0.95764,0.67833,0.28342,2.24542,2.04805,3.3912,0.000643795,0.000643795,0.000643795
64,708.36,0.87409,0.92977,1.19505,0.6181,0.69817,0.63627,0.31082,2.17047,2.11412,3.21085,0.000627292,0.000627292,0.000627292
65,719.575,0.88758,1.01615,1.32305,0.6181,0.69817,0.63627,0.31082,2.17047,2.11412,3.21085,0.000610789,0.000610789,0.000610789
66,730.603,0.81155,0.82942,1.21402,0.77005,0.7,0.66954,0.32129,2.10178,2.10369,3.09208,0.000594286,0.000594286,0.000594286
67,741.662,0.81647,0.89813,1.17935,0.825,0.7,0.71779,0.3381,2.00582,1.81943,2.83906,0.000577782,0.000577782,0.000577782
68,752.926,0.85276,1.00934,1.23368,0.6907,0.87772,0.85269,0.37871,2.12137,1.48402,2.92846,0.000561279,0.000561279,0.000561279
69,765.266,0.82652,0.90191,1.18373,0.6907,0.87772,0.85269,0.37871,2.12137,1.48402,2.92846,0.000544776,0.000544776,0.000544776
70,776.49,0.86132,0.84918,1.21638,0.99752,1,0.995,0.45123,2.04215,1.3532,2.80241,0.000528272,0.000528272,0.000528272
71,787.669,0.90442,0.98644,1.22916,0.98121,0.96023,0.995,0.46,1.9055,1.3243,2.50953,0.000511769,0.000511769,0.000511769
72,798.87,0.80091,0.94047,1.25527,0.97694,0.9514,0.995,0.52624,1.82188,1.27796,2.36954,0.000495266,0.000495266,0.000495266
73,811.08,0.84359,0.88255,1.22219,0.97694,0.9514,0.995,0.52624,1.82188,1.27796,2.36954,0.000478762,0.000478762,0.000478762
74,822.64,0.74668,0.83052,1.13939,0.78593,1,0.995,0.49139,1.9548,1.38049,2.47534,0.000462259,0.000462259,0.000462259
75,834.146,0.75757,0.80546,1.15342,0.73041,1,0.97833,0.44494,1.97339,1.70802,2.64349,0.000445756,0.000445756,0.000445756
76,845.953,0.87482,0.911,1.24925,0.73406,0.7712,0.8975,0.37461,1.92289,2.15242,2.67303,0.000429253,0.000429253,0.000429253
77,857.453,0.80447,0.8098,1.12399,0.73406,0.7712,0.8975,0.37461,1.92289,2.15242,2.67303,0.000412749,0.000412749,0.000412749
78,868.593,0.85227,0.84812,1.22082,0.73506,0.69632,0.83437,0.37478,1.89541,2.25136,2.62302,0.000396246,0.000396246,0.000396246
79,880.015,0.72763,0.7528,1.14776,0.75183,0.68626,0.73806,0.33303,1.79077,2.31879,2.44775,0.000379743,0.000379743,0.000379743
80,891.234,0.84739,0.84328,1.13341,0.68213,0.6,0.60017,0.29244,1.72794,2.34909,2.35271,0.000363239,0.000363239,0.000363239
81,902.653,0.72139,0.79692,1.12567,0.68213,0.6,0.60017,0.29244,1.72794,2.34909,2.35271,0.000346736,0.000346736,0.000346736
82,914.342,0.81684,0.82121,1.21942,0.67453,0.6,0.51122,0.25833,1.69918,2.3904,2.29193,0.000330233,0.000330233,0.000330233
83,926.006,0.9392,1.54044,1.39824,0.66563,0.6,0.46706,0.22713,1.73428,2.41711,2.28745,0.000313729,0.000313729,0.000313729
84,937.84,0.60389,0.69215,1.06242,0.69682,0.6,0.43078,0.23153,1.708,2.48955,2.22755,0.000297226,0.000297226,0.000297226
85,948.904,0.80928,0.87178,1.118,0.69682,0.6,0.43078,0.23153,1.708,2.48955,2.22755,0.000280723,0.000280723,0.000280723
86,960.203,0.85323,0.90808,1.28771,0.73497,0.6,0.42017,0.19593,1.7594,2.50976,2.22659,0.00026422,0.00026422,0.00026422
87,971.494,0.84278,1.06083,1.23181,0.74547,0.6,0.42038,0.18965,1.78827,2.57727,2.20543,0.000247716,0.000247716,0.000247716
88,982.623,0.79923,0.86733,1.26486,0.65217,0.5,0.32443,0.16478,1.74885,2.66534,2.13302,0.000231213,0.000231213,0.000231213
89,993.703,0.82968,0.81506,1.13135,0.65217,0.5,0.32443,0.16478,1.74885,2.66534,2.13302,0.00021471,0.00021471,0.00021471
90,1004.87,0.80488,0.89647,1.38157,0.64183,0.5,0.31874,0.15217,1.66073,2.75106,2.06636,0.000198206,0.000198206,0.000198206
91,1016.62,0.79042,1.48978,1.40063,0.64253,0.5,0.32665,0.1577,1.62077,2.73342,2.1043,0.000181703,0.000181703,0.000181703
92,1027.67,0.72165,1.21127,1.35636,0.69859,0.6,0.37642,0.1756,1.56969,2.79418,2.10344,0.0001652,0.0001652,0.0001652
93,1039.84,0.70526,1.58865,1.30259,0.69859,0.6,0.37642,0.1756,1.56969,2.79418,2.10344,0.000148696,0.000148696,0.000148696
94,1052.26,0.85808,1.18372,1.44559,0.6938,0.6,0.37649,0.17349,1.5606,2.78454,2.18351,0.000132193,0.000132193,0.000132193
95,1063.34,0.66115,1.05937,1.15367,0.70743,0.6,0.37731,0.17016,1.5577,2.72017,2.22825,0.00011569,0.00011569,0.00011569
96,1074.75,0.62193,1.1101,1.23564,0.68375,0.6,0.37848,0.16977,1.58422,2.70906,2.28082,9.91865e-05,9.91865e-05,9.91865e-05
97,1085.74,0.66808,1.07867,1.17895,0.68375,0.6,0.37848,0.16977,1.58422,2.70906,2.28082,8.26832e-05,8.26832e-05,8.26832e-05
98,1096.51,0.77589,1.18032,1.31025,0.68553,0.6,0.37716,0.17126,1.61495,2.6801,2.31081,6.61799e-05,6.61799e-05,6.61799e-05
99,1107.71,0.56448,1.05808,1.10565,0.7022,0.6,0.37698,0.1783,1.60767,2.68302,2.2986,4.96766e-05,4.96766e-05,4.96766e-05
100,1119.15,0.58819,1.13521,1.11117,0.71273,0.6,0.37694,0.17834,1.61081,2.69459,2.28645,3.31733e-05,3.31733e-05,3.31733e-05
